index,name,address,location,listed_type,votes,num_rate,online_order,book_table,cuisines,rest_type,cost,bool_online_order,bool_book_table
4825,Waffle In The Box,"52, Ejipura Main Rd, Ejipura, Bangalore",Ejipura,Desserts,0,0.0,Yes,No,Desserts,Dessert Parlor,300.0,1,0
20610,Miro Bar - Miraya Hotel & Residences,"Miraya Hotel & Residences, 100/6, Varthur Main Road, Whitefield, Bangalore",Whitefield,Dine-out,26,3.8,No,No,"North Indian, Chinese, Thai, Asian",Lounge,2000.0,0,0
14048,Oyster Bay,"Pearl Suites, Site 29, SR Layout Main Road, Behind Ruby Nest Apartment, Murugeshpalya, Old Airport Road, Bangalore",Old Airport Road,Dine-out,5,3.2,No,No,North Indian,Casual Dining,550.0,0,0
16625,Daawat Restaurant Bar & Pub,"Maruti Plaza, 340, 1st B Main Road, Koramangala 7th Block, Bangalore",Koramangala 7th Block,Delivery,9,3.5,Yes,No,"Finger Food, North Indian, Seafood, Mangalorean, Chinese","Bar, Casual Dining",700.0,1,0
13223,Inhouse Burger,"SJR Techpark, Opposite Sathya Sai Hospital, Whitefield, Bangalore",Whitefield,Delivery,10,3.0,No,No,"Burger, Fast Food",Quick Bites,500.0,0,0
10889,JIS Cafe,"45-55, Chandala Nilaya, Ramaiah Layout, 1st Cross, Beside ICICI ATM, St. Thomas Town Post, Kammanahalli, Bangalore",Kammanahalli,Delivery,0,0.0,No,No,"Fast Food, Desserts","Takeaway, Delivery",400.0,0,0
11507,Foodishq,"3, Outer Ring Road, Opposite More Megastore, Mahadevapura, Whitefield, Bangalore",Whitefield,Dine-out,72,3.7,Yes,No,North Indian,Quick Bites,450.0,1,0
1003,Davanagere Benne Dosa,"30th Cross Road, 4th Block, Jayanagar, Bangalore",Jayanagar,Delivery,0,0.0,No,No,South Indian,Quick Bites,150.0,0,0
9510,Happy Hours,"11, Hare Krishna Rd, Kumara Park East, Seshadripuram, Bangalore",Seshadripuram,Dine-out,24,3.8,No,No,"Cafe, Desserts","Cafe, Dessert Parlor",400.0,0,0
15534,Desi Bites,"28, Near Nagawara Bridge, Munivenkatappa Layout, 4th Main Road, Nagawara, Bangalore",Nagawara,Delivery,145,3.7,Yes,No,"Rajasthani, North Indian, Chinese",Casual Dining,600.0,1,0
5924,Rumi's,"13, MSRIT Collage Road, Mathikere, New BEL Road, Bangalore",New BEL Road,Dine-out,0,0.0,No,No,"Biryani, Chinese, Rolls",Quick Bites,300.0,0,0
10888,Dilli Highway,"112, Ground Floor, Ramaiah Layout, 3rd Cross, Kammanahalli, Bangalore",Kammanahalli,Delivery,25,3.0,No,No,North Indian,Delivery,400.0,0,0
11226,Chai Galli,"59, Ground Floor, Opposite Jyoti Niwas College, Koramangala 5th Block, Bangalore",Koramangala 5th Block,Cafes,480,4.3,Yes,No,"Cafe, Tea, Street Food",Cafe,450.0,1,0
6536,REFUEL,"83/2, 5th Main, Shantiniketan Layout, Munnekollala, Marathahalli, Bangalore",Marathahalli,Delivery,118,3.7,Yes,No,"Chinese, North Indian, Fast Food","Takeaway, Delivery",300.0,1,0
6984,Krish Kitchen,"Srkcilikana Apartment, Doddathoguru Main Road, Near Archana Medical, Electronic City, Bangalore",Electronic City,Delivery,0,0.0,No,No,"North Indian, Bengali",Delivery,300.0,0,0
11063,Food Lounge,"2, 100FT Road, MK Nagar, Behind JP Park, Near Chowdeshwari Bus Stop, Yeshwantpur, Bangalore",Yeshwantpur,Delivery,52,3.1,Yes,No,North Indian,Quick Bites,400.0,1,0
7463,Just@99,"10, New Bel Road, 5th Main, RMV 2nd Stage New BEL Road, Bangalore",New BEL Road,Delivery,7,3.1,Yes,No,"Chinese, South Indian, North Indian",Quick Bites,300.0,1,0
15041,Slate Cafe,"5th Cross Road, Dollar Layout, 3rd Phase, JP Nagar, Bangalore",JP Nagar,Delivery,46,4.1,Yes,No,"Cafe, Sandwich, Burger",Cafe,600.0,1,0
2147,Krishna Leela Grand,"155/1, kacharakanahalli, Hennur Main Road, Hennur, Bangalore",Hennur,Dine-out,0,0.0,No,No,"South Indian, North Indian, Chinese",Quick Bites,200.0,0,0
16917,Pizza Hut,"3rd Floor, Mantri Square, Sampige Road, Malleshwaram, Bangalore",Malleshwaram,Dine-out,340,2.8,Yes,No,"Pizza, Fast Food",Casual Dining,750.0,1,0
2663,Shake N Snack,"Opposite St. Joseph's College, Langford Road, Bheemanna Gardens, Shanti Nagar, Bangalore",Shanti Nagar,Delivery,18,3.6,No,No,"Beverages, Fast Food",Beverage Shop,200.0,0,0
9688,Jalsa Adda,"Food Court, 4th Floor, Park Square Mall, Opposite ITPL, Whitefield, Bangalore",Whitefield,Dine-out,8,3.2,No,No,"North Indian, South Indian, Arabian",Food Court,400.0,0,0
16848,Green Chillies,"82, EPIP Area, Next to Vydehi Gate, Whitefield, Bangalore",Whitefield,Dine-out,0,0.0,No,No,"North Indian, South Indian, Chinese",Quick Bites,750.0,0,0
4340,Donne Biryani House,"Lavanya Serenity,No 13 D Cross,Venkatapura Extension, HSR, Bangalore",HSR,Delivery,6,3.2,No,No,Biryani,Quick Bites,250.0,0,0
3195,Patel Eat,"206/3, Ground Floor, 16th cross, Pragathi Layout, Dodds Nakundi, Marathahalli, Bangalore",Marathahalli,Delivery,0,0.0,No,No,"North Indian, South Indian","Takeaway, Delivery",200.0,0,0
12713,Swad Restaurant,"667, 29th Main, 2nd Stage, 100 Feet Ring Road, BTM Layout",BTM,Dine-out,106,3.5,Yes,No,"North Indian, Chinese",,500.0,1,0
2954,Sweet Moments Express,"36, HDFC Building, Lakhmamma Road, Venkateshappa Layout, Kacharakanahalli, Kammanahalli, Bangalore",Kammanahalli,Delivery,19,3.7,Yes,No,"Mithai, Street Food","Sweet Shop, Quick Bites",200.0,1,0
12230,Santhrupthi Halli Mane,"21/1, 19th Cross Road, 2nd Stage, BTM, Bangalore",BTM,Dine-out,0,0.0,No,No,"North Indian, Chinese, South Indian",Quick Bites,500.0,0,0
7667,FRYBIES,"Food Court, 4th Floor, Gopalan Innovation Mall, Bannerghatta Main Road, Bangalore",Bannerghatta Road,Dine-out,15,3.3,Yes,No,Fast Food,Quick Bites,350.0,1,0
4246,Hunger Buds,"31st Main, Second Stage, BTM, Bangalore",BTM,Delivery,10,3.5,No,No,North Indian,Quick Bites,250.0,0,0
2311,Basaveshwarnagar Dosa Corner,"1, BDA Complex, 8th Main Rd, 3rd Block, West Of Chord Road, 3rd Stage, Basaveshwara Nagar, Bangalore",Basaveshwara Nagar,Dine-out,75,3.8,Yes,No,South Indian,Quick Bites,200.0,1,0
14396,Konfection Konnection,"150, Wheeler Road, Sindhi Colony, Pulikeshi Nagar, Frazer Town, Bangalore",Frazer Town,Desserts,13,3.6,No,No,Desserts,"Takeaway, Delivery",600.0,0,0
12055,Lakeview Milkbar,"776, Near ING Vysa Bank, 100 Feet Road, Indiranagar, Bangalore",Indiranagar,Desserts,539,2.9,No,No,"Desserts, Cafe, Bakery","Dessert Parlor, Cafe",500.0,0,0
15632,Biryani Mane,"115, Near EMC Square, Outer Ring Road, Mahadevapura, Marathahalli, Bangalore",Marathahalli,Delivery,66,3.6,Yes,No,"North Indian, Biryani",Quick Bites,600.0,1,0
16060,Tella Tales,"28, 4th B Cross, Koramangala 5th Block, Bangalore",Koramangala 5th Block,Cafes,413,4.2,Yes,No,"Cafe, Desserts, Beverages",Cafe,700.0,1,0
3796,S L V Food Joint,"213 CMR Road 3rd Block 4th Cross, HRBR Layout, Bangalore, Kalyan Nagar, Bangalore",Kalyan Nagar,Dine-out,14,3.4,Yes,No,"North Indian, Rolls",Quick Bites,250.0,1,0
6552,Dil Punjabi,"36, C.K.B Layout,Near Nest Backry, Munnekolala, Marathahalli, Bangalore",Marathahalli,Delivery,158,2.6,Yes,No,North Indian,Quick Bites,300.0,1,0
1281,Durga Mess,"20, 1st Main, Pipeline Road, Opposite MS Ramaiah Ground, Mathikere, New BEL Road, Bangalore",New BEL Road,Delivery,33,3.6,No,No,North Indian,Mess,150.0,0,0
6317,Polamma's Mess,"67/2, Near Christ University, 2nd Cross, C.L. Layout, Adugodi, BTM, Bangalore",BTM,Delivery,185,4.2,Yes,No,"North Indian, Chinese, Biryani",Mess,300.0,1,0
4437,Vasudev Adiga's,"642, 80 Feet Main Road, 4th Block, Koramangala 4th Block, Bangalore",Koramangala 4th Block,Delivery,289,2.8,No,No,"South Indian, North Indian, Chinese, Street Food",Casual Dining,250.0,0,0
19402,The Sky Lounge - Tamarind Hospitality,"Tamarind Hospitality, 1, 9th B Main, Chairman Layout, Banaswadi Main Road, Banaswadi, Bangalore",Banaswadi,Dine-out,100,3.7,No,No,"North Indian, South Indian, Chinese, Continental",Bar,1200.0,0,0
5501,Al-Baik Kabab Centre,"10, Banaswadi Main Road,Jai Bharath Nagar, MS Nagar, Banaswadi, Bangalore",Banaswadi,Dine-out,0,0.0,No,No,"Biryani, Chinese, Kebab",Quick Bites,300.0,0,0
8228,Hotel Kakatiya,"Near Manyata Tech Park, Nagawara, Bangalore",Nagawara,Delivery,49,3.7,Yes,No,"Andhra, North Indian, Chinese, Biryani",Quick Bites,350.0,1,0
17967,Biriyani Zone,"82/7, GN Plaza, Opposite Sterling Villa Grand, Sigehalli, Kadugodi, Whitefield, Bangalore",Whitefield,Delivery,393,3.9,Yes,No,"Biryani, North Indian, Chinese, Seafood",Casual Dining,800.0,1,0
5202,Delhi Walle,"9/9/1, Kundanahalli Gate, Whitefield, Bangalore",Whitefield,Dine-out,116,3.7,No,No,"North Indian, Street Food",Quick Bites,300.0,0,0
19170,Sattvam,"35, 4 & 5 th Floor, J.M Plaza, Opposite Shell Petrol Bunk, Sadashiv Nagar, Bangalore",Sadashiv Nagar,Buffet,2127,4.4,No,No,"North Indian, South Indian",Casual Dining,1200.0,0,0
8165,Mazali,"26, 4th Cross, Hennusuru Gate, Near Narayana Hospital, Anekal, Electronic City, Bangalore",Electronic City,Delivery,0,0.0,No,No,"Kerala, North Indian",Quick Bites,350.0,0,0
7668,Northern Bites,"90/3, Shiva Krupa, Opposite Syndicate Bank, Bilekahalli Bus Stop, Bannerghatta Road, Bangalore",Bannerghatta Road,Dine-out,0,0.0,No,No,"Chinese, North Indian, Biryani",Quick Bites,350.0,0,0
223,Bangarpet Chats,"360,8th Main,3rd Stage,4th Block, Basaveshwara Nagar, Bangalore",Basaveshwara Nagar,Dine-out,7,3.5,No,No,Street Food,Quick Bites,100.0,0,0
3546,Sri Krishna Upahar,"78/5, Outer Ring Road, Bellandur, Bangalore",Bellandur,Dine-out,25,3.6,No,No,South Indian,Quick Bites,250.0,0,0
16130,Cafe Mor'ish,"Le Parc Richmonde Building, Shantala nagar, Richmond Road, Bangalore",Richmond Road,Desserts,117,4.1,Yes,No,"BBQ, Continental, Burger, Wraps, Pizza, Cafe",Cafe,700.0,1,0
2443,Jaganath Hotel and Restaurant,"634, 13th Cross, Near Delmia Circle, JP Nagar, Bangalore",JP Nagar,Delivery,35,3.6,Yes,No,"North Indian, Chinese",Quick Bites,200.0,1,0
14573,The Chocolate Heaven,"G8/9/10, Ashoka Plaza, Kamaraj Road, Commercial Street, Bangalore",Commercial Street,Dine-out,0,0.0,No,No,"Desserts, Cafe","Dessert Parlor, Cafe",600.0,0,0
6144,Adithya,"37, Diagonally Opposite Ranga Shankara, 2nd Phase, JP Nagar, Bangalore",JP Nagar,Delivery,332,4.0,Yes,No,"South Indian, North Indian, Chinese",Quick Bites,300.0,1,0
1973,Sri Devi Cafe,"17/2, M M Road, Cox Town, Frazer Town, Bangalore",Frazer Town,Dine-out,33,3.7,No,No,"South Indian, Chinese",Quick Bites,200.0,0,0
1571,Sanskriti Sweets N Chaats,"140, Kodathi Gate, Kodathi Village Road, Carmelaram Post, Sarjapur Road, Bangalore",Sarjapur Road,Desserts,0,0.0,No,No,"Mithai, Street Food",Sweet Shop,200.0,0,0
2282,Grab 'n' Dash,"F790, Bharath Nagar, East West College road, Opp to East West College, New BEL Road, Bangalore",New BEL Road,Dine-out,0,0.0,No,No,Fast Food,Quick Bites,200.0,0,0
14393,Chef Baker's,"59/4, Velankani Drive, Doodathogur Begur Hobli, Opposite BHEL Gate 3, Phase 1, Electronic City, Bangalore",Electronic City,Desserts,101,3.8,Yes,No,"Bakery, Fast Food, Pizza, Burger, Cafe","Bakery, Quick Bites",600.0,1,0
2022,Delhi Home Food,"House 70, 13th cross, Venkatapura, Teachers Colony, Koramangala 1st Block, Bangalore",Koramangala 1st Block,Dine-out,5,3.3,No,No,"North Indian, South Indian",Quick Bites,200.0,0,0
16905,Oldtown Dilli,"981, 80 Feet Main Road, 1st A Cross, AVS Layout, Koramangala 4th Block, Bangalore",Koramangala 4th Block,Dine-out,258,4.1,Yes,Yes,"Mughlai, North Indian, Turkish, Afghan",Casual Dining,750.0,1,1
11425,Sukh Sagar,"86, Kammanahalli Main Road, Next to Jalvayu Vihar, Kammanahalli, Bangalore",Kammanahalli,Dine-out,182,2.7,Yes,No,"North Indian, South Indian, Chinese, Beverages",Casual Dining,450.0,1,0
9348,Bakers77,"510, Marenahalli Road, TMC Layout, 5th Block, Jayanagar, Bangalore",Jayanagar,Dine-out,37,3.9,Yes,No,"Bakery, Fast Food","Bakery, Quick Bites",400.0,1,0
19548,Barcode,"3rd Floor, 100 Feet Road, Near BDA complex, Koramangala 4th Block, Bangalore",Koramangala 4th Block,Drinks & nightlife,169,3.8,No,Yes,"South Indian, North Indian",Bar,1300.0,0,1
2557,Al Khaleej Snacks Corner,"Opposite Sanjay Gandhi Hospital, 4th Block, Tilak Nagar, Near Jayanagar, Bangalore",Jayanagar,Delivery,0,0.0,No,No,"Lebanese, Fast Food, Beverages",Quick Bites,200.0,0,0
15674,Mojo Pizza - 2X Toppings,"120/4, Harlur Main Rd, Reliable Residency Layout",Residency Road,Delivery,30,4.3,Yes,No,Pizza,"Takeaway, Delivery",600.0,1,0
7435,Swad Punjabi Dhaba,"Opposite Nilgiris Supermarket, Vignan Nagar, Thippasandra, Bangalore",Thippasandra,Delivery,20,3.6,No,No,North Indian,Quick Bites,300.0,0,0
3345,Laddoos,"Near Ganesh Temple, Bellandur, Bangalore",Bellandur,Desserts,163,2.9,Yes,No,"North Indian, Street Food, Mithai","Quick Bites, Sweet Shop",250.0,1,0
903,Hotel Shri Raghavendra,"Majestic Bus Stop, Majestic, Bangalore",Majestic,Dine-out,6,3.0,No,No,"South Indian, North Indian",Quick Bites,150.0,0,0
19356,Sathya's,"147/D, 8th Main Road, 3rd Block, Koramangala 3rd Block, Bangalore",Koramangala 3rd Block,Dine-out,759,4.1,No,Yes,"North Indian, Chinese",Bar,1200.0,0,1
182,Sri Devi Sagar,"140, Dayanand Sagar College Road, Colony, 99 Stage, Kumaraswamy Layout, Bangalore",Kumaraswamy Layout,Dine-out,0,0.0,No,No,South Indian,Quick Bites,100.0,0,0
18019,Beijing Bites,"T-8, Third Floor, Soulspace Arena Mall, Doddenakundi, Marathahalli, Bangalore",Marathahalli,Dine-out,300,3.9,Yes,No,"Chinese, Thai",Casual Dining,850.0,1,0
6240,Kailash Parbat,"Royal Meenakshi Mall, Hulimavu, Bannerghatta Road, Bangalore",Bannerghatta Road,Delivery,67,2.7,No,No,"North Indian, Street Food",Food Court,300.0,0,0
1854,Shawarma Bae,"136, 7th Cross, 29th Main Road, MCHS Colony, Stage 2, BTM, Bangalore",BTM,Dine-out,8,3.3,No,No,"Beverages, Fast Food",Quick Bites,200.0,0,0
14342,Dreams Cafe - All Day English Food St.,"34, 1st Main, Next To HDFC Bank, 1st Block, Koramangala, Bangalore",Koramangala 1st Block,Cafes,231,3.8,Yes,No,"Cafe, Continental, Burger",Cafe,600.0,1,0
18152,Cafe Coffee Day,"1, SPC Complex, Bull Temple Road, Opposite BSNL Office, Gandhi Bazaar, Basavanagudi, Bangalore",Basavanagudi,Dine-out,30,2.8,Yes,No,"Cafe, Fast Food",Cafe,900.0,1,0
20273,Loveshack,"280, Amarjyothi Layout, Opposite DELL, Inner Ring Road, Domlur, Bangalore",Domlur,Drinks & nightlife,1724,4.0,No,Yes,"Continental, Pizza, North Indian, Goan, Burger, Cafe","Lounge, Cafe",1600.0,0,1
9816,Biriyani Bhatti,"39, 3rd A Cross, 25th Main, BTM Layout, 2nd Stage, Roopa Nagar, Rashtrakavi Kuvempu Nagar, Bangalore",BTM,Delivery,21,3.7,Yes,No,"Chinese, Hyderabadi, North Indian",Quick Bites,400.0,1,0
20522,OPUS Club,"26, Varthur Hobli, Near HP Petrol Bunk, Harlur Road, Sarjapur Road, Bangalore",Sarjapur Road,Dine-out,1496,4.4,No,Yes,"Continental, Italian, North Indian, Mexican",Pub,1900.0,0,1
1459,Cafe D'Costa,"194, Wheelers Road Extension, St Thomas Town, Frazer Town Area, Frazer Town, Bangalore",Frazer Town,Desserts,40,3.8,No,No,Bakery,Bakery,200.0,0,0
12841,Jubli Biryani,"Shop 21, 1St floor, Arya Hub Mall, Hope farm Junction, Whitefield, Bangalore",Whitefield,Dine-out,17,3.6,Yes,No,"Biryani, Chinese",Quick Bites,500.0,1,0
16007,Anjappaar,"89/1, Service Road, Sri Balaji Layout, Chandra Layout, Marathahalli, Bangalore",Marathahalli,Delivery,96,3.9,No,No,"Chettinad, South Indian",Casual Dining,650.0,0,0
8688,Chocs Cafe,"Near Capital Hypee Mart, Yemlur, Marathahalli, Bangalore",Marathahalli,Desserts,0,0.0,No,No,"Fast Food, Desserts, Beverages","Quick Bites, Dessert Parlor",400.0,0,0
16180,Fusion Theory,"34/1, 3rd & 4th Floor, 36th Cross, 6th Main, 4th Block, Jayanagar, Bengaluru",Jayanagar,Dine-out,336,4.1,Yes,Yes,"Continental, Biryani, Desserts, Italian, North Indian, Chinese, Modern Indian, Asian",Casual Dining,700.0,1,1
1927,Five Star Chicken,"Opposite Velankani Tech park, Gate 2, Near Crowne Plaza, Electronic City, Bangalore",Electronic City,Dine-out,66,3.2,Yes,No,"Fast Food, Burger",Quick Bites,200.0,1,0
11227,Bubbles,"1/1, Gover Road, Next to Little Ely School, Indian Bank, Cox Town, Frazer Town",Frazer Town,Cafes,21,3.7,Yes,No,Cafe,Cafe,450.0,1,0
8175,New Taj Biryani Centre,"78, MM Road, Frazer Town, Bangalore",Frazer Town,Delivery,17,3.5,No,No,"Biryani, South Indian",Quick Bites,350.0,0,0
19110,Bhagini Kitchen And Bar,"43, Kundanahalli Gate, Marathahalli, Bangalore",Marathahalli,Delivery,35,3.8,No,No,"Andhra, South Indian, Chinese, North Indian","Casual Dining, Bar",1100.0,0,0
3657,Sree Banashankari Donne Biriyani,"199/C, 1st Stage, Mahaganapathi Nagar, Basaveshwara Nagar, Rajajinagar, Bangalore",Rajajinagar,Dine-out,0,0.0,Yes,No,"North Indian, Kebab",Quick Bites,250.0,1,0
7686,Wahab,"28/29, 9th Main Road, 3rd Block, Jayanagar, Bangalore",Jayanagar,Dine-out,97,3.7,Yes,No,"North Indian, Mughlai, Chinese",Quick Bites,350.0,1,0
7629,Just Cakes,"10, 2nd Cross Road, Shanthi Pura, Phase 2, Electronic City, Bangalore",Electronic City,Desserts,22,3.4,Yes,No,Bakery,Bakery,350.0,1,0
12366,Corprate Biriyani Adda,"Opposite ITPL Gate 3, Whitefield, Bangalore, Bengaluru",Whitefield,Dine-out,5,3.0,No,No,"North Indian, Chinese",Casual Dining,500.0,0,0
6770,The Waffle Street,"764, Sector 3, HSR Layout, Bangalore",HSR,Delivery,46,3.9,Yes,No,"Continental, Beverages, Burger, Coffee, Desserts","Quick Bites, Dessert Parlor",300.0,1,0
13125,Chilli Chicken,"Shop 101, Main Road, Ashok Nagar, Brigade Road, Bangalore",Brigade Road,Delivery,7,3.1,Yes,No,Fast Food,Quick Bites,500.0,1,0
14581,Cloud Foods,"8th Cross, Hosapalaya Main Road, I T I layput, H S R Layout Sector 6, HSR, Bangalore",HSR,Dine-out,0,0.0,No,No,"BBQ, Biryani, Charcoal Chicken, Chinese, North Indian, Kerala, Seafood, Street Food",Casual Dining,600.0,0,0
6129,Mr. Singh Da Dhaba,"Near Dayananda Sagar College, Teachers Colony, Kumaraswamy Layout, Bangalore",Kumaraswamy Layout,Delivery,241,3.6,Yes,No,"North Indian, Chinese",Quick Bites,300.0,1,0
6244,Kamat,"154/9, Opposite IIM-B, Bannerghatta Road",Bannerghatta Road,Delivery,0,0.0,No,No,"South Indian, Fast Food",Quick Bites,300.0,0,0
16805,Blue Heaven Bar And Restaurant,"37, SC Road, KG Circle, Majestic, Bangalore",Majestic,Drinks & nightlife,6,3.2,No,No,"Chinese, North Indian",Bar,750.0,0,0
13174,Biryani Day,"389/2, 7th Cross, Jayammamuni Reddy Building, Tulsi Theatre Road, Marathahalli, Bangalore",Marathahalli,Delivery,751,3.7,Yes,No,"North Indian, Chinese, Biryani, Andhra",Casual Dining,500.0,1,0
4707,Waffle Stories,"Number 58, 1st floor, Drisham Enclave, Vibgyor High School Road, Govinda Reddy Layout, Kundalahalli, Bengaluru",Marathahalli,Desserts,13,3.6,Yes,No,Desserts,Dessert Parlor,300.0,1,0
10680,Cake Menu,"55/8, Gurumoorthy Building, Opposite To Nandi Toyota, Beside Puravankar, Kudlu Gate, Bommanahalli, Bangalore",Bommanahalli,Delivery,11,3.2,Yes,No,Bakery,Bakery,400.0,1,0
19631,Three Dots & A Dash,"840/1,100 Feet Road, Metro Pillar 56-57, Indiranagar, Bangalore",Indiranagar,Dine-out,3864,4.1,No,Yes,"European, Continental","Casual Dining, Bar",1300.0,0,1
19157,Lobby Cafe - Radha Regent,"Radha Regent Bengaluru, 110 C, Electronic City, Bangalore",Electronic City,Buffet,177,3.7,No,Yes,"Continental, American, South Indian, Italian, North Indian, Chinese",Casual Dining,1200.0,0,1
13607,Kabab Magic,"69, Behind Yediyur Bus Stop, Jayanagar, Bangalore",Jayanagar,Delivery,984,3.9,Yes,No,"North Indian, Kebab, Fast Food",Quick Bites,500.0,1,0
17529,Spice Corner,"JBJ Complex, Service Road, 5th Block, HRBR Layout, Nagawara Circle, Nagawara, Bangalore",Nagawara,Dine-out,16,3.5,Yes,Yes,"North Indian, Chinese, Biryani",Casual Dining,800.0,1,1
6661,Funjabi Times,"3rd Floor, Virginia Mall, Varthur Main Road, Whitefield, Bangalore",Whitefield,Delivery,0,0.0,Yes,No,North Indian,Quick Bites,300.0,1,0
4000,Nandini Milk Parlour and Restaurant,"236, 18th cross, 2nd Main Road, Bapujinagar, Mysore Road, Bangalore",Mysore Road,Delivery,0,0.0,Yes,No,"Sandwich, Rolls, South Indian, Ice Cream","Dessert Parlor, Quick Bites",250.0,1,0
18483,HQ,"75, Inorbit Mall, EPIP Area, Road 7, Whitefield, Bengaluru",Whitefield,Drinks & nightlife,466,4.1,No,Yes,"North Indian, Italian, Finger Food, Continental","Casual Dining, Bar",1000.0,0,1
8797,Ruchi Foods,"Kaleyana Agrahara Near Decathlon, Bannerghatta Road, Bangalore",Bannerghatta Road,Dine-out,0,0.0,Yes,No,"South Indian, Biryani",Quick Bites,400.0,1,0
11052,Desi Chinese,Delivery Only,East Bangalore,Delivery,37,3.6,Yes,No,"Chinese, North Indian",Delivery,400.0,1,0
2087,Bombay Talkies,"10A 38th Cross Road 5th Block, Jayanagar, Bangalore",Jayanagar,Dine-out,23,3.7,Yes,No,"Maharashtrian, Fast Food, Street Food, Sandwich",Quick Bites,200.0,1,0
9580,Kanti Sweets,"1243, 6th Cross, 2nd Block, BEL Layout, Vidyaranyapura, New BEL Road, Bangalore",Jalahalli,Dine-out,14,3.5,Yes,No,"Mithai, Street Food","Sweet Shop, Quick Bites",400.0,1,0
8019,The Zaika Of Banaras,"Kaverappa Layout, Kadubeesanahalli, Marathahalli, Bangalore",Marathahalli,Delivery,26,3.4,Yes,No,"North Indian, Street Food",Quick Bites,350.0,1,0
20163,Bold,"3rd Floor, Kings Cross Building, Beside Innovative Multiplex, Marathahalli, Bangalore",Marathahalli,Dine-out,866,3.9,No,Yes,"Modern Indian, Continental, North Indian","Bar, Casual Dining",1500.0,0,1
2590,Baker's Cafe,"Jupiter Block, Prestige Tech Park, Outer Ring Road, Marathahalli, Bangalore",Marathahalli,Delivery,8,3.5,Yes,No,"Bakery, Desserts",Bakery,200.0,1,0
16622,Sunny Cafe & Kitchen,"780, Ground Floor, 19th Main Road, Sector 1, HSR, Bangalore",HSR,Delivery,499,3.8,Yes,Yes,"Cafe, Continental, Beverages, Desserts","Cafe, Casual Dining",700.0,1,1
7908,Deepak Fast Food,"Near Samsung Office, Doddanekundi, Marathahalli, Bangalore",Marathahalli,Dine-out,4,3.3,No,No,Fast Food,Quick Bites,350.0,0,0
18363,1947,"5, 4th Floor, Above GIRIAS, 15th Cross, Malleshwaram, Bangalore",Malleshwaram,Buffet,1070,4.0,No,Yes,"North Indian, Chinese",Casual Dining,950.0,0,1
4528,Ice Magic,"MSRIT College Road, Mathikere, New BEL Road, Bangalore",New BEL Road,Delivery,6,3.4,No,No,"Ice Cream, Fast Food, Beverages, Burger, Desserts, Juices",Quick Bites,250.0,0,0
17232,Nandhini Paradise,"72, St. Marks Road, Bangalore",St. Marks Road,Pubs and bars,277,3.6,No,Yes,"Andhra, Chinese, North Indian","Casual Dining, Bar",800.0,0,1
10290,D'Brooks,"D'Brooks, 496, 1st Main Rd, B Block, AECS Layout, Brookefield, Bengaluru, Karnataka",Brookefield,Delivery,8,3.4,Yes,No,"North Indian, Continental",Quick Bites,400.0,1,0
4255,Amara Food Point,"1179, 5th Cross,16th Main Road, 3nd Stage, BTM, Bangalore",BTM,Delivery,4,3.3,No,No,South Indian,"Takeaway, Delivery",250.0,0,0
19362,Gilly's Restobar,"Ashrith Corner, Near Ajmera Neeladri Road, Phase 1, Electronic City, Bangalore",Electronic City,Dine-out,1265,4.3,No,Yes,"Continental, North Indian, Chinese, Salad","Pub, Casual Dining",1200.0,0,1
14640,Royal Biryani Kitchen,"15/A, 4th Main, Behind Ayyappa Swamy Temple, Madiwala, BTM, Bangalore",BTM,Dine-out,187,3.9,Yes,No,"Biryani, North Indian, Kebab",Quick Bites,600.0,1,0
17822,Kebarbiq,"7, Hosur Main Road, Opposite Forum Mall, Koramangala 7th Block, Bangalore",Koramangala 7th Block,Delivery,138,4.0,Yes,No,"North Indian, Arabian, Mughlai, Middle Eastern, Grill",Casual Dining,800.0,1,0
18412,Bamboo Shades,"Vinaya Royal Inn, V-6, Industrial Layout, Hosur Main Road, Phase 1, Electronic City, Bangalore",Electronic City,Buffet,48,2.8,Yes,No,"Charcoal Chicken, Chinese, North Indian, Juices, Desserts, Seafood, South Indian",Casual Dining,1000.0,1,0
14992,Orbis Market Kitchen,"62, Ground Floor, Forum Neighbourhood Mall, Whitefield Main Road, Whitefield, Bangalore",Whitefield,Dine-out,0,0.0,No,No,Arabian,"Food Court, Quick Bites",600.0,0,0
4230,Chilld Monk,"666, Outer Ring Road, 28th Main, BTM, Bangalore",BTM,Delivery,8,3.5,Yes,No,"Desserts, Ice Cream",Dessert Parlor,250.0,1,0
20580,Alfresco by Bene -Sheraton Grand Bangalore Hotel at...,"4th Floor, Sheraton Grand Bangalore Hotel at Brigade Gateway, Malleshwaram, Bangalore",Malleshwaram,Pubs and bars,77,3.7,No,Yes,Continental,"Bar, Casual Dining",2000.0,0,1
885,Juglee,"7, Inside MSR Campus, New BEL Road, Bangalore",New BEL Road,Dine-out,0,0.0,Yes,No,"Fast Food, Sandwich, Beverages",Quick Bites,150.0,1,0
1040,Vasavi Bangarpet Chats,"104, Narayan Pillai Street, Opposite C Mart, Shivajinagar Bangalore",Shivajinagar,Delivery,0,0.0,Yes,No,Street Food,Quick Bites,150.0,1,0
